numero,grupo,codigo_cn0_11,descripcion
7,Trabajadores de los servicios de restauración y comercio,5499,Vendedores no clasificados bajo otros epígrafes
7,Trabajadores de los servicios de restauración y comercio,5500,Cajeros y taquilleros (excepto bancos)
8,Trabajadores de los servicios de salud y el cuidado de personas,5611,Auxiliares de enfermería hospitalaria
8,Trabajadores de los servicios de salud y el cuidado de personas,5612,Auxiliares de enfermería de atención primaria
8,Trabajadores de los servicios de salud y el cuidado de personas,5621,Técnicos auxiliares de farmacia
8,Trabajadores de los servicios de salud y el cuidado de personas,5622,Técnicos de emergencias sanitarias
8,Trabajadores de los servicios de salud y el cuidado de personas,5629,Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes
8,Trabajadores de los servicios de salud y el cuidado de personas,5710,Trabajadores de los cuidados personales a domicilio
8,Trabajadores de los servicios de salud y el cuidado de personas,5721,Cuidadores de niños en guarderías y centros educativos
8,Trabajadores de los servicios de salud y el cuidado de personas,5722,Cuidadores de niños en domicilios
8,Trabajadores de los servicios de salud y el cuidado de personas,5811,Peluqueros
8,Trabajadores de los servicios de salud y el cuidado de personas,5812,"Especialistas en tratamientos de estética, bienestar y afines"
8,Trabajadores de los servicios de salud y el cuidado de personas,5821,"Auxiliares de vuelo y camareros de avión, barco y tren"
8,Trabajadores de los servicios de salud y el cuidado de personas,5822,Revisores y cobradores de transporte terrestre
8,Trabajadores de los servicios de salud y el cuidado de personas,5823,Acompañantes turísticos
8,Trabajadores de los servicios de salud y el cuidado de personas,5824,Azafatos de tierra
8,Trabajadores de los servicios de salud y el cuidado de personas,5825,Guías de turismo
8,Trabajadores de los servicios de salud y el cuidado de personas,5831,"Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos"
8,Trabajadores de los servicios de salud y el cuidado de personas,5832,Mayordomos del servicio doméstico
8,Trabajadores de los servicios de salud y el cuidado de personas,5833,Conserjes de edificios
8,Trabajadores de los servicios de salud y el cuidado de personas,5840,Trabajadores propietarios de pequeños alojamientos
8,Trabajadores de los servicios de salud y el cuidado de personas,5891,Asistentes personales o personas de compañía
8,Trabajadores de los servicios de salud y el cuidado de personas,5892,Empleados de pompas fúnebres y embalsamadores
8,Trabajadores de los servicios de salud y el cuidado de personas,5893,Cuidadores de animales y adiestradores
8,Trabajadores de los servicios de salud y el cuidado de personas,5894,Instructores de autoescuela
8,Trabajadores de los servicios de salud y el cuidado de personas,5895,"Astrólogos, adivinadores y afines"
8,Trabajadores de los servicios de salud y el cuidado de personas,5899,Trabajadores de servicios personales no clasificados bajo otros epígrafes
9,Trabajadores de los servicios de protección y seguridad,5910,Guardias civiles
9,Trabajadores de los servicios de protección y seguridad,5921,Policías nacionales
9,Trabajadores de los servicios de protección y seguridad,5922,Policías autonómicos
9,Trabajadores de los servicios de protección y seguridad,5923,Policías locales
9,Trabajadores de los servicios de protección y seguridad,5931,Bomberos (excepto forestales)
9,Trabajadores de los servicios de protección y seguridad,5932,Bomberos forestales
9,Trabajadores de los servicios de protección y seguridad,5941,Vigilantes de seguridad y similares habilitados para ir armados
9,Trabajadores de los servicios de protección y seguridad,5942,Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
9,Trabajadores de los servicios de protección y seguridad,5991,Vigilantes de prisiones
9,Trabajadores de los servicios de protección y seguridad,5992,Bañistas-socorristas
9,Trabajadores de los servicios de protección y seguridad,5993,Agentes forestales y medioambientales
9,Trabajadores de los servicios de protección y seguridad,5999,Trabajadores de los servicios de protección y seguridad no clasificados bajo otros epígrafes
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6110,"Trabajadores cualificados en actividades agrícolas (excepto en huertas, invernaderos, viveros y jardines)"
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6120,"Trabajadores cualificados en huertas, invernaderos, viveros y jardines"
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6201,Trabajadores cualificados en actividades ganaderas de vacuno
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6202,Trabajadores cualificados en actividades ganaderas de ovino y caprino
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6203,Trabajadores cualificados en actividades ganaderas de porcino
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6204,Trabajadores cualificados en apicultura y sericicultura
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6205,Trabajadores cualificados en la avicultura y la cunicultura
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6209,Trabajadores cualificados en actividades ganaderas no clasificados bajo otros epígrafes
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6300,Trabajadores cualificados en actividades agropecuarias mixtas
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6410,Trabajadores cualificados en actividades forestales y del medio natural
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6421,Trabajadores cualificados en la acuicultura
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6422,Pescadores de aguas costeras y aguas dulces
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6423,Pescadores de altura
10,"Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero",6430,Trabajadores cualificados en actividades cinegéticas
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7111,Encofradores y operarios de puesta en obra de hormigón
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7112,Montadores de prefabricados estructurales (sólo hormigón)
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7121,Albañiles
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7122,"Canteros, tronzadores, labrantes y grabadores de piedras"
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7131,Carpinteros (excepto ebanistas)
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7132,Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas)
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7191,Mantenedores de edificios
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7192,Instaladores de fachadas técnicas
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7193,Instaladores de sistemas de impermeabilización en edificios
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7199,Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7211,Escayolistas
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7212,Aplicadores de revestimientos de pasta y mortero
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7221,Fontaneros
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7222,Montadores-instaladores de gas en edificios
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7223,Instaladores de conductos en obra pública
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7231,Pintores y empapeladores
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7232,Pintores en las industrias manufactureras
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7240,"Soladores, colocadores de parquet y afines"
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7250,Mecánicos-instaladores de refrigeración y climatización
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7291,Montadores de cubiertas
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7292,Instaladores de material aislante térmico y de insonorización
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7293,Cristaleros
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7294,Montadores-instaladores de placas de energía solar
11,"Trabajadores cualificados de la construcción, excepto operadores de máquinas",7295,Personal de limpieza de fachadas de edificios y chimeneas
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7311,Moldeadores y macheros
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7312,Soldadores y oxicortadores
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7313,Chapistas y caldereros
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7314,Montadores de estructuras metálicas
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7315,Montadores de estructuras cableadas y empalmadores de cables
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7321,Herreros y forjadores
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7322,"Trabajadores de la fabricación de herramientas, mecánico-ajustadores, modelistas, matriceros y afines"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7323,Ajustadores y operadores de máquinas-herramienta
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7324,Pulidores de metales y afiladores de herramientas
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7401,Mecánicos y ajustadores de vehículos de motor
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7402,Mecánicos y ajustadores de motores de avión
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7403,Mecánicos y ajustadores de maquinaria agrícola e industrial
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7404,Mecánicos y ajustadores de maquinaria naval y ferroviaria
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7405,Reparadores de bicicletas y afines
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7510,Electricistas de la construcción y afines
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7521,Mecánicos y reparadores de equipos eléctricos
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7522,Instaladores y reparadores de líneas eléctricas
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7531,Mecánicos y reparadores de equipos electrónicos
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7532,Instaladores y reparadores en electromedicina
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7533,Instaladores y reparadores en tecnologías de la información y las comunicaciones
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7611,Relojeros y mecánicos de instrumentos de precisión
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7612,Lutieres y similares; afinadores de instrumentos musicales
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7613,"Joyeros, orfebres y plateros"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7614,"Trabajadores de la cerámica, alfareros y afines"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7615,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7616,"Rotulistas, grabadores de vidrio, pintores decorativos de artículos diversos"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7617,"Artesanos en madera y materiales similares; cesteros, bruceros y trabajadores afines"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7618,"Artesanos en tejidos, cueros y materiales similares, preparadores de fibra y tejedores con telares artesanos o de tejidos de punto y afines"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7619,Artesanos no clasificados bajo otros epígrafes
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7621,Trabajadores de procesos de preimpresión
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7622,Trabajadores de procesos de impresión
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7623,Trabajadores de procesos de encuadernación
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7701,Matarifes y trabajadores de las industrias cárnicas
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7702,Trabajadores de las industrias del pescado
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7703,"Panaderos, pasteleros y confiteros"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7704,Trabajadores del tratamiento de la leche y elaboración de productos lácteos (incluidos helados)
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7705,Trabajadores conserveros de frutas y hortalizas y trabajadores de la elaboración de bebidas no alcohólicas
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7706,Trabajadores de la elaboración de bebidas alcohólicas distintas del vino
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7707,Trabajadores de la elaboración del vino
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7708,Preparadores y elaboradores del tabaco y sus productos
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7709,Catadores y clasificadores de alimentos y bebidas
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7811,Trabajadores del tratamiento de la madera
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7812,Ajustadores y operadores de máquinas para trabajar la madera
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7820,Ebanistas y trabajadores afines
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7831,"Sastres, modistos, peleteros y sombrereros"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7832,Patronistas para productos en textil y piel
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7833,"Cortadores de tejidos, cuero, piel y otros materiales"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7834,"Costureros a mano, bordadores y afines"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7835,"Tapiceros, colchoneros y afines"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7836,Curtidores y preparadores de pieles
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7837,Zapateros y afines
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7891,Buceadores
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7892,Pegadores
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7893,"Clasificadores y probadores de productos (excepto alimentos, bebidas y tabaco)"
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7894,Fumigadores y otros controladores de plagas y malas hierbas
12,"Trabajadores cualificados de las industrias manufactureras, excepto operadores de instalaciones y máquinas",7899,"Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8111,Mineros y otros operadores en instalaciones mineras
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8112,Operadores en instalaciones para la preparación de minerales y rocas
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8113,Sondistas y trabajadores afines
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8114,Operadores de maquinaria para fabricar productos derivados de minerales no metálicos
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8121,Operadores en instalaciones para la obtención y transformación de metales
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8131,Operadores en plantas industriales químicas
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8132,"Operadores de máquinas para fabricar productos farmacéuticos, cosméticos y afines"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8133,Operadores de laboratorios fotográficos y afines
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8141,Operadores de máquinas para fabricar productos de caucho y derivados de resinas naturales
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8142,Operadores de máquinas para fabricar productos de material plástico
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8143,Operadores de máquinas para fabricar productos de papel y cartón
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8144,"Operadores de serrerías, de máquinas de fabricación de tableros y de instalaciones afines para el tratamiento de la madera y el corcho"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8145,Operadores en instalaciones para la preparación de pasta de papel y fabricación de papel
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8151,"Operadores de máquinas para preparar fibras, hilar y devanar"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8152,Operadores de telares y otras máquinas tejedoras
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8153,Operadores de máquinas de coser y bordar
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8154,"Operadores de máquinas de blanquear, teñir, estampar y acabar textiles"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8155,Operadores de máquinas para tratar pieles y cuero
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8156,"Operadores de máquinas para la fabricación del calzado, marroquinería y guantería de piel"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8159,Operadores de máquinas para fabricar productos textiles no clasificados bajo otros epígrafes
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8160,"Operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8170,Operadores de máquinas de lavandería y tintorería
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8191,Operadores de hornos e instalaciones de vidriería y cerámica
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8192,Operadores de calderas y máquinas de vapor
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8193,"Operadores de máquinas de embalaje, embotellamiento y etiquetado"
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8199,Operadores de instalaciones y maquinaria fijas no clasificados bajo otros epígrafes
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8201,Ensambladores de maquinaria mecánica
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8202,Ensambladores de equipos eléctricos y electrónicos
13,"Operadores de instalaciones y maquinaria fijas, y montadores",8209,Montadores y ensambladores no clasificados en otros epígrafes
14,Conductores y operadores de maquinaria móvil,8311,Maquinistas de locomotoras
14,Conductores y operadores de maquinaria móvil,8312,Agentes de maniobras ferroviarias
14,Conductores y operadores de maquinaria móvil,8321,Operadores de maquinaria agrícola móvil
14,Conductores y operadores de maquinaria móvil,8322,Operadores de maquinaria forestal móvil
14,Conductores y operadores de maquinaria móvil,8331,Operadores de maquinaria de movimientos de tierras y equipos similares
14,Conductores y operadores de maquinaria móvil,8332,"Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales"
14,Conductores y operadores de maquinaria móvil,8333,Operadores de carretillas elevadoras
14,Conductores y operadores de maquinaria móvil,8340,"Marineros de puente, marineros de máquinas y afines"
14,Conductores y operadores de maquinaria móvil,8411,"Conductores propietarios de automóviles, taxis y furgonetas"
14,Conductores y operadores de maquinaria móvil,8412,"Conductores asalariados de automóviles, taxis y furgonetas"
14,Conductores y operadores de maquinaria móvil,8420,Conductores de autobuses y tranvías
14,Conductores y operadores de maquinaria móvil,8431,Conductores propietarios de camiones
14,Conductores y operadores de maquinaria móvil,8432,Conductores asalariados de camiones
14,Conductores y operadores de maquinaria móvil,8440,Conductores de motocicletas y ciclomotores
15,Trabajadores no cualificados en servicios (excepto transportes),9100,Empleados domésticos
15,Trabajadores no cualificados en servicios (excepto transportes),9210,"Personal de limpieza de oficinas, hoteles y otros establecimientos similares"
15,Trabajadores no cualificados en servicios (excepto transportes),9221,Limpiadores en seco a mano y afines
15,Trabajadores no cualificados en servicios (excepto transportes),9222,Limpiadores de vehículos
15,Trabajadores no cualificados en servicios (excepto transportes),9223,Limpiadores de ventanas
15,Trabajadores no cualificados en servicios (excepto transportes),9229,Otro personal de limpieza
15,Trabajadores no cualificados en servicios (excepto transportes),9310,Ayudantes de cocina
15,Trabajadores no cualificados en servicios (excepto transportes),9320,Preparadores de comidas rápidas
15,Trabajadores no cualificados en servicios (excepto transportes),9410,Vendedores callejeros
15,Trabajadores no cualificados en servicios (excepto transportes),9420,"Repartidores de publicidad, limpiabotas y otros trabajadores de oficios callejeros"
15,Trabajadores no cualificados en servicios (excepto transportes),9431,Ordenanzas
15,Trabajadores no cualificados en servicios (excepto transportes),9432,Mozos de equipaje y afines
15,Trabajadores no cualificados en servicios (excepto transportes),9433,"Repartidores, recadistas y mensajeros a pie"
15,Trabajadores no cualificados en servicios (excepto transportes),9434,Lectores de contadores y recaudadores de máquinas recreativas y expendedoras
15,Trabajadores no cualificados en servicios (excepto transportes),9441,Recogedores de residuos
15,Trabajadores no cualificados en servicios (excepto transportes),9442,"Clasificadores de desechos, operarios de punto limpio y recogedores de chatarra"
15,Trabajadores no cualificados en servicios (excepto transportes),9443,Barrenderos y afines
15,Trabajadores no cualificados en servicios (excepto transportes),9490,Otras ocupaciones elementales
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9511,"Peones agrícolas (excepto en huertas, invernaderos, viveros y jardines)"
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9520,Peones ganaderos
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9530,Peones agropecuarios
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9541,Peones de la pesca
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9542,Peones de la acuicultura
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9543,Peones forestales y de la caza
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9601,Peones de obras públicas
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9602,Peones de la construcción de edificios
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9603,"Peones de la minería, canteras y otras industrias extractivas"
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9700,Peones de las industrias manufactureras
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9811,Peones del transporte de mercancías y descargadores
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9812,Conductores de vehículos de tracción animal para el transporte de personas y similares
16,"Peones de la agricultura, pesca, construcción, industrias manufactureras y transportes",9820,Reponedores
